date,status,holiday,statutory,sourceYear,confidence
2000-01-01,OFF,NEW_YEAR,1,2000,RECONSTRUCTED
2000-01-02,OFF,NEW_YEAR,0,2000,RECONSTRUCTED
2000-02-05,OFF,SPRING_FESTIVAL,1,2000,RECONSTRUCTED
2000-02-06,OFF,SPRING_FESTIVAL,1,2000,RECONSTRUCTED
2000-02-07,OFF,SPRING_FESTIVAL,1,2000,RECONSTRUCTED
2000-02-08,OFF,SPRING_FESTIVAL,0,2000,RECONSTRUCTED
2000-02-09,OFF,SPRING_FESTIVAL,0,2000,RECONSTRUCTED
2000-02-10,OFF,SPRING_FESTIVAL,0,2000,RECONSTRUCTED
2000-02-11,OFF,SPRING_FESTIVAL,0,2000,RECONSTRUCTED
2000-02-12,WORK,SPRING_FESTIVAL,0,2000,RECONSTRUCTED
2000-02-13,WORK,SPRING_FESTIVAL,0,2000,RECONSTRUCTED
2000-04-29,WORK,LABOUR_DAY,0,2000,RECONSTRUCTED
2000-04-30,WORK,LABOUR_DAY,0,2000,RECONSTRUCTED
2000-05-01,OFF,LABOUR_DAY,1,2000,RECONSTRUCTED
2000-05-02,OFF,LABOUR_DAY,1,2000,RECONSTRUCTED
2000-05-03,OFF,LABOUR_DAY,1,2000,RECONSTRUCTED
2000-05-04,OFF,LABOUR_DAY,0,2000,RECONSTRUCTED
2000-05-05,OFF,LABOUR_DAY,0,2000,RECONSTRUCTED
2000-05-06,OFF,LABOUR_DAY,0,2000,RECONSTRUCTED
2000-05-07,OFF,LABOUR_DAY,0,2000,RECONSTRUCTED
2000-09-30,WORK,NATIONAL_DAY,0,2000,RECONSTRUCTED
2000-10-01,OFF,NATIONAL_DAY,1,2000,RECONSTRUCTED
2000-10-02,OFF,NATIONAL_DAY,1,2000,RECONSTRUCTED
2000-10-03,OFF,NATIONAL_DAY,1,2000,RECONSTRUCTED
2000-10-04,OFF,NATIONAL_DAY,0,2000,RECONSTRUCTED
2000-10-05,OFF,NATIONAL_DAY,0,2000,RECONSTRUCTED
2000-10-06,OFF,NATIONAL_DAY,0,2000,RECONSTRUCTED
2000-10-07,OFF,NATIONAL_DAY,0,2000,RECONSTRUCTED
2000-10-08,WORK,NATIONAL_DAY,0,2000,RECONSTRUCTED
2001-01-01,OFF,NEW_YEAR,1,2001,ARCHIVED_NOTICE
2001-01-20,WORK,SPRING_FESTIVAL,0,2001,ARCHIVED_NOTICE
2001-01-21,WORK,SPRING_FESTIVAL,0,2001,ARCHIVED_NOTICE
2001-01-24,OFF,SPRING_FESTIVAL,1,2001,ARCHIVED_NOTICE
2001-01-25,OFF,SPRING_FESTIVAL,1,2001,ARCHIVED_NOTICE
2001-01-26,OFF,SPRING_FESTIVAL,1,2001,ARCHIVED_NOTICE
2001-01-27,OFF,SPRING_FESTIVAL,0,2001,ARCHIVED_NOTICE
2001-01-28,OFF,SPRING_FESTIVAL,0,2001,ARCHIVED_NOTICE
2001-01-29,OFF,SPRING_FESTIVAL,0,2001,ARCHIVED_NOTICE
2001-01-30,OFF,SPRING_FESTIVAL,0,2001,ARCHIVED_NOTICE
2001-04-28,WORK,LABOUR_DAY,0,2001,ARCHIVED_NOTICE
2001-04-29,WORK,LABOUR_DAY,0,2001,ARCHIVED_NOTICE
2001-05-01,OFF,LABOUR_DAY,1,2001,ARCHIVED_NOTICE
2001-05-02,OFF,LABOUR_DAY,1,2001,ARCHIVED_NOTICE
2001-05-03,OFF,LABOUR_DAY,1,2001,ARCHIVED_NOTICE
2001-05-04,OFF,LABOUR_DAY,0,2001,ARCHIVED_NOTICE
2001-05-05,OFF,LABOUR_DAY,0,2001,ARCHIVED_NOTICE
2001-05-06,OFF,LABOUR_DAY,0,2001,ARCHIVED_NOTICE
2001-05-07,OFF,LABOUR_DAY,0,2001,ARCHIVED_NOTICE
2001-09-29,WORK,NATIONAL_DAY,0,2001,ARCHIVED_NOTICE
2001-09-30,WORK,NATIONAL_DAY,0,2001,ARCHIVED_NOTICE
2001-10-01,OFF,NATIONAL_DAY,1,2001,ARCHIVED_NOTICE
2001-10-02,OFF,NATIONAL_DAY,1,2001,ARCHIVED_NOTICE
2001-10-03,OFF,NATIONAL_DAY,1,2001,ARCHIVED_NOTICE
2001-10-04,OFF,NATIONAL_DAY,0,2001,ARCHIVED_NOTICE
2001-10-05,OFF,NATIONAL_DAY,0,2001,ARCHIVED_NOTICE
2001-10-06,OFF,NATIONAL_DAY,0,2001,ARCHIVED_NOTICE
2001-10-07,OFF,NATIONAL_DAY,0,2001,ARCHIVED_NOTICE
2002-01-01,OFF,NEW_YEAR,1,2002,ARCHIVED_NOTICE
2002-01-02,OFF,NEW_YEAR,0,2002,ARCHIVED_NOTICE
2002-01-03,OFF,NEW_YEAR,0,2002,ARCHIVED_NOTICE
2002-02-09,WORK,SPRING_FESTIVAL,0,2002,ARCHIVED_NOTICE
2002-02-10,WORK,SPRING_FESTIVAL,0,2002,ARCHIVED_NOTICE
2002-02-12,OFF,SPRING_FESTIVAL,1,2002,ARCHIVED_NOTICE
2002-02-13,OFF,SPRING_FESTIVAL,1,2002,ARCHIVED_NOTICE
2002-02-14,OFF,SPRING_FESTIVAL,1,2002,ARCHIVED_NOTICE
2002-02-15,OFF,SPRING_FESTIVAL,0,2002,ARCHIVED_NOTICE
2002-02-16,OFF,SPRING_FESTIVAL,0,2002,ARCHIVED_NOTICE
2002-02-17,OFF,SPRING_FESTIVAL,0,2002,ARCHIVED_NOTICE
2002-02-18,OFF,SPRING_FESTIVAL,0,2002,ARCHIVED_NOTICE
2002-04-27,WORK,LABOUR_DAY,0,2002,ARCHIVED_NOTICE
2002-04-28,WORK,LABOUR_DAY,0,2002,ARCHIVED_NOTICE
2002-05-01,OFF,LABOUR_DAY,1,2002,ARCHIVED_NOTICE
2002-05-02,OFF,LABOUR_DAY,1,2002,ARCHIVED_NOTICE
2002-05-03,OFF,LABOUR_DAY,1,2002,ARCHIVED_NOTICE
2002-05-04,OFF,LABOUR_DAY,0,2002,ARCHIVED_NOTICE
2002-05-05,OFF,LABOUR_DAY,0,2002,ARCHIVED_NOTICE
2002-05-06,OFF,LABOUR_DAY,0,2002,ARCHIVED_NOTICE
2002-05-07,OFF,LABOUR_DAY,0,2002,ARCHIVED_NOTICE
2002-09-28,WORK,NATIONAL_DAY,0,2002,ARCHIVED_NOTICE
2002-09-29,WORK,NATIONAL_DAY,0,2002,ARCHIVED_NOTICE
2002-10-01,OFF,NATIONAL_DAY,1,2002,ARCHIVED_NOTICE
2002-10-02,OFF,NATIONAL_DAY,1,2002,ARCHIVED_NOTICE
2002-10-03,OFF,NATIONAL_DAY,1,2002,ARCHIVED_NOTICE
2002-10-04,OFF,NATIONAL_DAY,0,2002,ARCHIVED_NOTICE
2002-10-05,OFF,NATIONAL_DAY,0,2002,ARCHIVED_NOTICE
2002-10-06,OFF,NATIONAL_DAY,0,2002,ARCHIVED_NOTICE
2002-10-07,OFF,NATIONAL_DAY,0,2002,ARCHIVED_NOTICE
2003-01-01,OFF,NEW_YEAR,1,2003,ARCHIVED_NOTICE
2003-01-02,OFF,NEW_YEAR,0,2003,ARCHIVED_NOTICE
2003-01-03,OFF,NEW_YEAR,0,2003,ARCHIVED_NOTICE
2003-01-26,WORK,SPRING_FESTIVAL,0,2003,ARCHIVED_NOTICE
2003-02-01,OFF,SPRING_FESTIVAL,1,2003,ARCHIVED_NOTICE
2003-02-02,OFF,SPRING_FESTIVAL,1,2003,ARCHIVED_NOTICE
2003-02-03,OFF,SPRING_FESTIVAL,1,2003,ARCHIVED_NOTICE
2003-02-04,OFF,SPRING_FESTIVAL,0,2003,ARCHIVED_NOTICE
2003-02-05,OFF,SPRING_FESTIVAL,0,2003,ARCHIVED_NOTICE
2003-02-06,OFF,SPRING_FESTIVAL,0,2003,ARCHIVED_NOTICE
2003-02-07,OFF,SPRING_FESTIVAL,0,2003,ARCHIVED_NOTICE
2003-02-08,WORK,SPRING_FESTIVAL,0,2003,ARCHIVED_NOTICE
2003-04-27,WORK,LABOUR_DAY,0,2003,ARCHIVED_NOTICE
2003-05-01,OFF,LABOUR_DAY,1,2003,ARCHIVED_NOTICE
2003-05-02,OFF,LABOUR_DAY,1,2003,ARCHIVED_NOTICE
2003-05-03,OFF,LABOUR_DAY,1,2003,ARCHIVED_NOTICE
2003-05-04,OFF,LABOUR_DAY,0,2003,ARCHIVED_NOTICE
2003-05-05,OFF,LABOUR_DAY,0,2003,ARCHIVED_NOTICE
2003-05-06,OFF,LABOUR_DAY,0,2003,ARCHIVED_NOTICE
2003-05-07,OFF,LABOUR_DAY,0,2003,ARCHIVED_NOTICE
2003-05-10,WORK,LABOUR_DAY,0,2003,ARCHIVED_NOTICE
2003-09-28,WORK,NATIONAL_DAY,0,2003,ARCHIVED_NOTICE
2003-10-01,OFF,NATIONAL_DAY,1,2003,ARCHIVED_NOTICE
2003-10-02,OFF,NATIONAL_DAY,1,2003,ARCHIVED_NOTICE
2003-10-03,OFF,NATIONAL_DAY,1,2003,ARCHIVED_NOTICE
2003-10-04,OFF,NATIONAL_DAY,0,2003,ARCHIVED_NOTICE
2003-10-05,OFF,NATIONAL_DAY,0,2003,ARCHIVED_NOTICE
2003-10-06,OFF,NATIONAL_DAY,0,2003,ARCHIVED_NOTICE
2003-10-07,OFF,NATIONAL_DAY,0,2003,ARCHIVED_NOTICE
2003-10-11,WORK,NATIONAL_DAY,0,2003,ARCHIVED_NOTICE
2004-01-01,OFF,NEW_YEAR,1,2004,ARCHIVED_NOTICE
2004-01-17,WORK,SPRING_FESTIVAL,0,2004,ARCHIVED_NOTICE
2004-01-18,WORK,SPRING_FESTIVAL,0,2004,ARCHIVED_NOTICE
2004-01-22,OFF,SPRING_FESTIVAL,1,2004,ARCHIVED_NOTICE
2004-01-23,OFF,SPRING_FESTIVAL,1,2004,ARCHIVED_NOTICE
2004-01-24,OFF,SPRING_FESTIVAL,1,2004,ARCHIVED_NOTICE
2004-01-25,OFF,SPRING_FESTIVAL,0,2004,ARCHIVED_NOTICE
2004-01-26,OFF,SPRING_FESTIVAL,0,2004,ARCHIVED_NOTICE
2004-01-27,OFF,SPRING_FESTIVAL,0,2004,ARCHIVED_NOTICE
2004-01-28,OFF,SPRING_FESTIVAL,0,2004,ARCHIVED_NOTICE
2004-05-01,OFF,LABOUR_DAY,1,2004,ARCHIVED_NOTICE
2004-05-02,OFF,LABOUR_DAY,1,2004,ARCHIVED_NOTICE
2004-05-03,OFF,LABOUR_DAY,1,2004,ARCHIVED_NOTICE
2004-05-04,OFF,LABOUR_DAY,0,2004,ARCHIVED_NOTICE
2004-05-05,OFF,LABOUR_DAY,0,2004,ARCHIVED_NOTICE
2004-05-06,OFF,LABOUR_DAY,0,2004,ARCHIVED_NOTICE
2004-05-07,OFF,LABOUR_DAY,0,2004,ARCHIVED_NOTICE
2004-05-08,WORK,LABOUR_DAY,0,2004,ARCHIVED_NOTICE
2004-05-09,WORK,LABOUR_DAY,0,2004,ARCHIVED_NOTICE
2004-10-01,OFF,NATIONAL_DAY,1,2004,ARCHIVED_NOTICE
2004-10-02,OFF,NATIONAL_DAY,1,2004,ARCHIVED_NOTICE
2004-10-03,OFF,NATIONAL_DAY,1,2004,ARCHIVED_NOTICE
2004-10-04,OFF,NATIONAL_DAY,0,2004,ARCHIVED_NOTICE
2004-10-05,OFF,NATIONAL_DAY,0,2004,ARCHIVED_NOTICE
2004-10-06,OFF,NATIONAL_DAY,0,2004,ARCHIVED_NOTICE
2004-10-07,OFF,NATIONAL_DAY,0,2004,ARCHIVED_NOTICE
2004-10-09,WORK,NATIONAL_DAY,0,2004,ARCHIVED_NOTICE
2004-10-10,WORK,NATIONAL_DAY,0,2004,ARCHIVED_NOTICE
2005-01-01,OFF,NEW_YEAR,1,2005,ARCHIVED_NOTICE
2005-01-02,OFF,NEW_YEAR,0,2005,ARCHIVED_NOTICE
2005-01-03,OFF,NEW_YEAR,0,2005,ARCHIVED_NOTICE
2005-02-05,WORK,SPRING_FESTIVAL,0,2005,ARCHIVED_NOTICE
2005-02-06,WORK,SPRING_FESTIVAL,0,2005,ARCHIVED_NOTICE
2005-02-09,OFF,SPRING_FESTIVAL,1,2005,ARCHIVED_NOTICE
2005-02-10,OFF,SPRING_FESTIVAL,1,2005,ARCHIVED_NOTICE
2005-02-11,OFF,SPRING_FESTIVAL,1,2005,ARCHIVED_NOTICE
2005-02-12,OFF,SPRING_FESTIVAL,0,2005,ARCHIVED_NOTICE
2005-02-13,OFF,SPRING_FESTIVAL,0,2005,ARCHIVED_NOTICE
2005-02-14,OFF,SPRING_FESTIVAL,0,2005,ARCHIVED_NOTICE
2005-02-15,OFF,SPRING_FESTIVAL,0,2005,ARCHIVED_NOTICE
2005-04-30,WORK,LABOUR_DAY,0,2005,ARCHIVED_NOTICE
2005-05-01,OFF,LABOUR_DAY,1,2005,ARCHIVED_NOTICE
2005-05-02,OFF,LABOUR_DAY,1,2005,ARCHIVED_NOTICE
2005-05-03,OFF,LABOUR_DAY,1,2005,ARCHIVED_NOTICE
2005-05-04,OFF,LABOUR_DAY,0,2005,ARCHIVED_NOTICE
2005-05-05,OFF,LABOUR_DAY,0,2005,ARCHIVED_NOTICE
2005-05-06,OFF,LABOUR_DAY,0,2005,ARCHIVED_NOTICE
2005-05-07,OFF,LABOUR_DAY,0,2005,ARCHIVED_NOTICE
2005-05-08,WORK,LABOUR_DAY,0,2005,ARCHIVED_NOTICE
2005-10-01,OFF,NATIONAL_DAY,1,2005,ARCHIVED_NOTICE
2005-10-02,OFF,NATIONAL_DAY,1,2005,ARCHIVED_NOTICE
2005-10-03,OFF,NATIONAL_DAY,1,2005,ARCHIVED_NOTICE
2005-10-04,OFF,NATIONAL_DAY,0,2005,ARCHIVED_NOTICE
2005-10-05,OFF,NATIONAL_DAY,0,2005,ARCHIVED_NOTICE
2005-10-06,OFF,NATIONAL_DAY,0,2005,ARCHIVED_NOTICE
2005-10-07,OFF,NATIONAL_DAY,0,2005,ARCHIVED_NOTICE
2005-10-08,WORK,NATIONAL_DAY,0,2005,ARCHIVED_NOTICE
2005-10-09,WORK,NATIONAL_DAY,0,2005,ARCHIVED_NOTICE
2006-01-01,OFF,NEW_YEAR,1,2006,ARCHIVED_NOTICE
2006-01-02,OFF,NEW_YEAR,0,2006,ARCHIVED_NOTICE
2006-01-03,OFF,NEW_YEAR,0,2006,ARCHIVED_NOTICE
2006-01-28,WORK,SPRING_FESTIVAL,0,2006,ARCHIVED_NOTICE
2006-01-29,OFF,SPRING_FESTIVAL,1,2006,ARCHIVED_NOTICE
2006-01-30,OFF,SPRING_FESTIVAL,1,2006,ARCHIVED_NOTICE
2006-01-31,OFF,SPRING_FESTIVAL,1,2006,ARCHIVED_NOTICE
2006-02-01,OFF,SPRING_FESTIVAL,0,2006,ARCHIVED_NOTICE
2006-02-02,OFF,SPRING_FESTIVAL,0,2006,ARCHIVED_NOTICE
2006-02-03,OFF,SPRING_FESTIVAL,0,2006,ARCHIVED_NOTICE
2006-02-04,OFF,SPRING_FESTIVAL,0,2006,ARCHIVED_NOTICE
2006-02-05,WORK,SPRING_FESTIVAL,0,2006,ARCHIVED_NOTICE
2006-04-29,WORK,LABOUR_DAY,0,2006,ARCHIVED_NOTICE
2006-04-30,WORK,LABOUR_DAY,0,2006,ARCHIVED_NOTICE
2006-05-01,OFF,LABOUR_DAY,1,2006,ARCHIVED_NOTICE
2006-05-02,OFF,LABOUR_DAY,1,2006,ARCHIVED_NOTICE
2006-05-03,OFF,LABOUR_DAY,1,2006,ARCHIVED_NOTICE
2006-05-04,OFF,LABOUR_DAY,0,2006,ARCHIVED_NOTICE
2006-05-05,OFF,LABOUR_DAY,0,2006,ARCHIVED_NOTICE
2006-05-06,OFF,LABOUR_DAY,0,2006,ARCHIVED_NOTICE
2006-05-07,OFF,LABOUR_DAY,0,2006,ARCHIVED_NOTICE
2006-09-30,WORK,NATIONAL_DAY,0,2006,ARCHIVED_NOTICE
2006-10-01,OFF,NATIONAL_DAY,1,2006,ARCHIVED_NOTICE
2006-10-02,OFF,NATIONAL_DAY,1,2006,ARCHIVED_NOTICE
2006-10-03,OFF,NATIONAL_DAY,1,2006,ARCHIVED_NOTICE
2006-10-04,OFF,NATIONAL_DAY,0,2006,ARCHIVED_NOTICE
2006-10-05,OFF,NATIONAL_DAY,0,2006,ARCHIVED_NOTICE
2006-10-06,OFF,NATIONAL_DAY,0,2006,ARCHIVED_NOTICE
2006-10-07,OFF,NATIONAL_DAY,0,2006,ARCHIVED_NOTICE
2006-10-08,WORK,NATIONAL_DAY,0,2006,ARCHIVED_NOTICE
2006-12-30,WORK,NEW_YEAR,0,2006,ARCHIVED_NOTICE
2006-12-31,WORK,NEW_YEAR,0,2006,ARCHIVED_NOTICE
2007-01-01,OFF,NEW_YEAR,1,2007,GOV_NOTICE
2007-01-02,OFF,NEW_YEAR,0,2007,GOV_NOTICE
2007-01-03,OFF,NEW_YEAR,0,2007,GOV_NOTICE
2007-02-17,WORK,SPRING_FESTIVAL,0,2007,GOV_NOTICE
2007-02-18,OFF,SPRING_FESTIVAL,1,2007,GOV_NOTICE
2007-02-19,OFF,SPRING_FESTIVAL,1,2007,GOV_NOTICE
2007-02-20,OFF,SPRING_FESTIVAL,1,2007,GOV_NOTICE
2007-02-21,OFF,SPRING_FESTIVAL,0,2007,GOV_NOTICE
2007-02-22,OFF,SPRING_FESTIVAL,0,2007,GOV_NOTICE
2007-02-23,OFF,SPRING_FESTIVAL,0,2007,GOV_NOTICE
2007-02-24,OFF,SPRING_FESTIVAL,0,2007,GOV_NOTICE
2007-02-25,WORK,SPRING_FESTIVAL,0,2007,GOV_NOTICE
2007-04-28,WORK,LABOUR_DAY,0,2007,GOV_NOTICE
2007-04-29,WORK,LABOUR_DAY,0,2007,GOV_NOTICE
2007-05-01,OFF,LABOUR_DAY,1,2007,GOV_NOTICE
2007-05-02,OFF,LABOUR_DAY,1,2007,GOV_NOTICE
2007-05-03,OFF,LABOUR_DAY,1,2007,GOV_NOTICE
2007-05-04,OFF,LABOUR_DAY,0,2007,GOV_NOTICE
2007-05-05,OFF,LABOUR_DAY,0,2007,GOV_NOTICE
2007-05-06,OFF,LABOUR_DAY,0,2007,GOV_NOTICE
2007-05-07,OFF,LABOUR_DAY,0,2007,GOV_NOTICE
2007-09-29,WORK,NATIONAL_DAY,0,2007,GOV_NOTICE
2007-09-30,WORK,NATIONAL_DAY,0,2007,GOV_NOTICE
2007-10-01,OFF,NATIONAL_DAY,1,2007,GOV_NOTICE
2007-10-02,OFF,NATIONAL_DAY,1,2007,GOV_NOTICE
2007-10-03,OFF,NATIONAL_DAY,1,2007,GOV_NOTICE
2007-10-04,OFF,NATIONAL_DAY,0,2007,GOV_NOTICE
2007-10-05,OFF,NATIONAL_DAY,0,2007,GOV_NOTICE
2007-10-06,OFF,NATIONAL_DAY,0,2007,GOV_NOTICE
2007-10-07,OFF,NATIONAL_DAY,0,2007,GOV_NOTICE
2007-12-29,WORK,NEW_YEAR,0,2007,GOV_NOTICE
2007-12-30,OFF,NEW_YEAR,0,2007,GOV_NOTICE
2007-12-31,OFF,NEW_YEAR,0,2007,GOV_NOTICE
2008-01-01,OFF,NEW_YEAR,1,2008,GOV_NOTICE
2008-02-02,WORK,SPRING_FESTIVAL,0,2008,GOV_NOTICE
2008-02-03,WORK,SPRING_FESTIVAL,0,2008,GOV_NOTICE
2008-02-06,OFF,SPRING_FESTIVAL,1,2008,GOV_NOTICE
2008-02-07,OFF,SPRING_FESTIVAL,1,2008,GOV_NOTICE
2008-02-08,OFF,SPRING_FESTIVAL,1,2008,GOV_NOTICE
2008-02-09,OFF,SPRING_FESTIVAL,0,2008,GOV_NOTICE
2008-02-10,OFF,SPRING_FESTIVAL,0,2008,GOV_NOTICE
2008-02-11,OFF,SPRING_FESTIVAL,0,2008,GOV_NOTICE
2008-02-12,OFF,SPRING_FESTIVAL,0,2008,GOV_NOTICE
2008-04-04,OFF,TOMB_SWEEPING,1,2008,GOV_NOTICE
2008-04-05,OFF,TOMB_SWEEPING,0,2008,GOV_NOTICE
2008-04-06,OFF,TOMB_SWEEPING,0,2008,GOV_NOTICE
2008-05-01,OFF,LABOUR_DAY,1,2008,GOV_NOTICE
2008-05-02,OFF,LABOUR_DAY,0,2008,GOV_NOTICE
2008-05-03,OFF,LABOUR_DAY,0,2008,GOV_NOTICE
2008-05-04,WORK,LABOUR_DAY,0,2008,GOV_NOTICE
2008-06-07,OFF,DRAGON_BOAT,0,2008,GOV_NOTICE
2008-06-08,OFF,DRAGON_BOAT,1,2008,GOV_NOTICE
2008-06-09,OFF,DRAGON_BOAT,0,2008,GOV_NOTICE
2008-09-13,OFF,MID_AUTUMN,0,2008,GOV_NOTICE
2008-09-14,OFF,MID_AUTUMN,1,2008,GOV_NOTICE
2008-09-15,OFF,MID_AUTUMN,0,2008,GOV_NOTICE
2008-09-27,WORK,NATIONAL_DAY,0,2008,GOV_NOTICE
2008-09-28,WORK,NATIONAL_DAY,0,2008,GOV_NOTICE
2008-09-29,OFF,NATIONAL_DAY,0,2008,GOV_NOTICE
2008-09-30,OFF,NATIONAL_DAY,0,2008,GOV_NOTICE
2008-10-01,OFF,NATIONAL_DAY,1,2008,GOV_NOTICE
2008-10-02,OFF,NATIONAL_DAY,1,2008,GOV_NOTICE
2008-10-03,OFF,NATIONAL_DAY,1,2008,GOV_NOTICE
2008-10-04,OFF,NATIONAL_DAY,0,2008,GOV_NOTICE
2008-10-05,OFF,NATIONAL_DAY,0,2008,GOV_NOTICE
2009-01-01,OFF,NEW_YEAR,1,2009,GOV_NOTICE
2009-01-02,OFF,NEW_YEAR,0,2009,GOV_NOTICE
2009-01-03,OFF,NEW_YEAR,0,2009,GOV_NOTICE
2009-01-04,WORK,NEW_YEAR,0,2009,GOV_NOTICE
2009-01-24,WORK,SPRING_FESTIVAL,0,2009,GOV_NOTICE
2009-01-25,OFF,SPRING_FESTIVAL,1,2009,GOV_NOTICE
